neuron_id,betweenness,type
720575940624973831,0.0029138637898641876,sensor
720575940632444943,0.00016742199525312775,sensor
720575940611047446,0.0001952648784381477,inter
720575940624154648,3.991755432331663e-05,sensor
720575940627890206,0.00026331127314999125,sensor
720575940613144616,0.0012808332327640057,sensor
720575940629823531,0.00019803662205622992,sensor
720575940614979634,0.00020258425640578507,sensor
720575940632707129,1.984126984126984e-05,sensor
720575940617928763,0.00015146508338785252,sensor
720575940630937660,2.2893772893772897e-05,motor
720575940630839371,0.00022028599799708249,motor
720575940635852901,8.590102707749768e-05,motor
720575940620320902,0.0016455767973375015,inter
720575940623499400,0.0,sensor
720575940614619282,0.0006160003684013289,motor
720575940625629332,0.0002800342359165887,sensor
720575940638245027,0.0002185213417532432,inter
720575940620714150,0.0004607422334012975,motor
720575940620124326,0.00210394080672192,sensor
720575940621467819,0.00032977159117615303,sensor
720575940607377586,0.00011483283789706358,motor
720575940624548021,0.0002519023482408837,sensor
720575940622745796,0.0002120808640916684,inter
720575940606722249,0.0024785980002316526,sensor
720575940639817947,1.4783691254279488e-05,sensor
720575940613636325,0.0002471381927512206,motor
720575940625170667,0.00035541888713157223,sensor
720575940612423922,7.707051074398014e-05,sensor
720575940631625979,0.0011137439965941953,sensor
720575940622745853,7.030934066748394e-05,sensor
720575940607869193,1.3267211646563387e-05,sensor
720575940623696152,6.669334400426838e-07,sensor
720575940627497244,0.0061927456648845185,sensor
720575940618715421,0.004034740904538824,sensor
720575940645454116,6.153572540127163e-05,sensor
720575940611703080,7.60963115404892e-05,sensor
720575940631462200,6.158945059505283e-05,sensor
720575940630937923,0.0003397045661922201,sensor
720575940627398984,0.00028114822167443206,motor
720575940619895125,0.001123029317732198,sensor
720575940636541285,8.760964703341656e-05,motor
720575940637098352,0.007244727179175957,inter
720575940613603698,3.526966342092393e-05,sensor
720575940620943743,0.0005666896628781383,inter
720575940641194368,6.301091865317557e-05,sensor
720575940619731334,0.0003542416966786714,sensor
720575940615799179,0.0,motor
720575940616946065,0.00035635709310179105,motor
720575940615537041,6.919857890246044e-05,inter
720575940615799190,0.0,sensor
720575940613603737,5.599462007025033e-05,sensor
720575940612686233,0.0008019251351334187,motor
720575940633526684,0.005607408770827808,sensor
720575940615274914,0.00011299996188951771,sensor
720575940633428388,0.00015221803006917054,sensor
720575940614062503,0.0009577987113001118,inter
720575940618092985,0.0004568266460023162,sensor
720575940616782267,0.00096697991270536,sensor
720575940621500865,0.0,sensor
720575940609376707,0.0008018871810388414,motor
720575940619338187,3.4347072162198216e-05,sensor
720575940641096144,0.000451043115658962,sensor
720575940640178640,0.0005098142431575807,inter
720575940638900713,0.004868487184931408,inter
720575940638966249,0.00031409495014937173,sensor
720575940623598058,0.0002565004837914001,inter
720575940622516720,0.00036588736023509925,sensor
720575940612358642,0.00040292594449257117,motor
720575940624515571,3.157453457573506e-05,sensor
720575940628873722,0.0019835521991384336,inter
720575940630315514,1.6061980347694636e-05,sensor
720575940617077249,0.00048761382860022323,motor
720575940626907650,0.00018193388466497705,sensor
720575940628251146,0.00048284763640906104,sensor
720575940624712206,0.00028235341755749916,inter
720575940644438551,7.647265255308475e-05,motor
720575940631396895,2.61626054943382e-05,inter
720575940624319017,0.001604006152725641,sensor
720575940623401513,0.00015662729738359993,sensor
720575940631233084,0.00018007996849533464,sensor
720575940630643275,0.001178866784809161,inter
720575940623467084,5.6989462451647315e-05,sensor
720575940633789011,7.452475939870898e-06,sensor
720575940639425112,2.6655106487039264e-05,motor
720575940635066975,1.1599084078075675e-05,sensor
720575940620943969,0.0003542607519198155,inter
720575940625400420,6.369957795528026e-05,sensor
720575940622516852,0.014847446060231178,sensor
720575940624351882,0.0002771465729148802,sensor
720575940628185743,0.00018256403090336659,sensor
720575940622680724,0.00020552562054162698,sensor
720575940618748573,6.300456690612752e-05,sensor
